election_name,election_year,election_month,jurisdiction_county,gov_unit_name,gov_type,referendum_type,result,amount,amount_verbatim,description
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 25 Precinct 5,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, a Near Southwest Side Expanded Mental Health Services Program, to provide direct free m..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 25 Precinct 6,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, a Near Southwest Side Expanded Mental Health Services Program, to provide direct free m..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 25 Precinct 6,other,Advisory,Pass,1200000,"$1,200,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $1,200,000 be made for the Near Southwest Side Expanded Mental Health Services Program for the 2025 levy year?"
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 25 Precinct 7,other,Advisory,Pass,1200000,"$1,200,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $1,200,000 be made for the Near Southwest Side Expanded Mental Health Services Program for the 2025 levy year?"
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 25 Precinct 7,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, a Near Southwest Side Expanded Mental Health Services Program, to provide direct free m..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 25 Precinct 8,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, a Near Southwest Side Expanded Mental Health Services Program, to provide direct free m..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 25 Precinct 8,other,Advisory,Pass,1200000,"$1,200,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $1,200,000 be made for the Near Southwest Side Expanded Mental Health Services Program for the 2025 levy year?"
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 25 Precinct 9,other,Advisory,Pass,1200000,"$1,200,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $1,200,000 be made for the Near Southwest Side Expanded Mental Health Services Program for the 2025 levy year?"
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 25 Precinct 9,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, a Near Southwest Side Expanded Mental Health Services Program, to provide direct free m..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 29 Precinct 10,other,Advisory,Fail,,,Shall the people of Chicago provide any taxpayer subsidy to the Chicago Bears to build a new stadium?
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 29 Precinct 12,other,Advisory,Fail,,,Shall the people of Chicago provide any taxpayer subsidy to the Chicago Bears to build a new stadium?
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 29 Precinct 13,other,Advisory,Fail,,,Shall the people of Chicago provide any taxpayer subsidy to the Chicago Bears to build a new stadium?
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 29 Precinct 15,other,Advisory,Fail,,,Shall the people of Chicago provide any taxpayer subsidy to the Chicago Bears to build a new stadium?
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 29 Precinct 17,other,Advisory,Fail,,,Shall the people of Chicago provide any taxpayer subsidy to the Chicago Bears to build a new stadium?
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 29 Precinct 6,other,Advisory,Fail,,,Shall the people of Chicago provide any taxpayer subsidy to the Chicago Bears to build a new stadium?
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 29 Precinct 8,other,Advisory,Fail,,,Shall the people of Chicago provide any taxpayer subsidy to the Chicago Bears to build a new stadium?
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 29 Precinct 9,other,Advisory,Fail,,,Shall the people of Chicago provide any taxpayer subsidy to the Chicago Bears to build a new stadium?
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 1,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 1,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 10,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 10,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 11,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 11,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 12,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 12,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 13,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 13,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 14,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 14,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 15,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 15,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 16,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 16,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 17,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 17,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 18,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 18,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 19,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 19,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 2,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 2,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 20,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 20,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 21,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 21,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 22,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 22,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 23,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 23,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 24,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 24,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 25,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 25,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 26,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 26,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 3,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 3,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 4,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 4,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 5,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 5,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 6,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 6,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 8,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 8,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 9,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 6 Precinct 9,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 7 Precinct 10,other,Advisory,Pass,,,"Shall our Alderman Greg Mitchell & Mayor Brandon Johnson support a Community Benefits Agreement (CBA) ordinance to prevent the displacement of renters, condo & home owners in South Shore in light of t..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 7 Precincts 1 and 9,other,Advisory,Pass,,,"Shall our Alderman Greg Mitchell & Mayor Brandon Johnson support a Community Benefits Agreement (CBA) ordinance to prevent the displacement of renters, condo & home owners in South Shore in light of t..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 8 Precinct 10,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 8 Precinct 10,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 8 Precinct 11,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 8 Precinct 11,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 8 Precinct 12,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 8 Precinct 12,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 8 Precinct 13,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 8 Precinct 13,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 8 Precinct 14,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 8 Precinct 14,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 8 Precinct 17,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 8 Precinct 17,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 8 Precinct 19,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 8 Precinct 19,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 8 Precinct 2,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 8 Precinct 2,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 8 Precinct 20,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 8 Precinct 20,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 8 Precinct 26,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 8 Precinct 26,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 8 Precinct 27,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 8 Precinct 27,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 8 Precinct 29,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 8 Precinct 29,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 8 Precinct 3,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 8 Precinct 3,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 8 Precinct 5,other,Advisory,Pass,,,"Shall our Alderman Michelle A. Harris & Mayor Brandon Johnson support a Community Benefits Agreement (CBA) ordinance to prevent the displacement of renters, condo & home owners in South Shore in light..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 8 Precinct 9,other,Advisory,Pass,,,"Shall there be established, to serve the territory commonly described on this ballot or notice of this question, an Englewood and Greater Chatham Expanded Mental Health Services Program, to provide di..."
2024 General Election,2024,11,"CITY OF CHICAGO, *COOK",Ward 8 Precinct 9,other,Advisory,Pass,700000,"$700,000","Under the Property Tax Extension Limitation Law, may an aggregate extension not to exceed $700,000 be made for the Englewood and Greater Chatham Expanded Mental Health Services Program for the 2025 le..."
2024 General Election,2024,11,CLINTON,Clinton County,county,Advisory,Pass,,,"Shall the board of Clinton County correspond with the boards of other counties of Illinois, outside of Cook County, about the possibility of separating from Cook County to form a new state and to seek..."
2024 General Election,2024,11,"CLINTON, FAYETTE, *MARION",Patoka Community Unit School District 100,school,Advisory,Pass,,,"Shall members of the Board of Education of Patoka Community Unit School District No. 100, Marion, Fayette, and Clinton Counties, Illinois, be elected in 2025 and thereafter, at large and without restr..."
2024 General Election,2024,11,COOK,Barrington Township,township,Advisory,Pass,,,Should the state of Illinois enact constitutional pension reform to protect workers’ existing retirements and generate savings which could provide property tax relief or be reinvested in the community...
2024 General Election,2024,11,COOK,City of Northlake,city,Advisory,Fail,,,Should the City of Northlake consider increasing the fine for the possession or discharge of fireworks from $50.00 to an amount not to exceed $1.500.00?
2024 General Election,2024,11,COOK,Oak Park Township,park,Advisory,Pass,,,Shall the people of Oak Park have the initiative right to amend and propose ordinances by voter petition and enact those ordinances by voter referendum?
2024 General Election,2024,11,COOK,Oak Park Township,park,Advisory,Pass,,,Should the State of Illinois adopt an independent citizens commission for the federal and state redistricting process?
2024 General Election,2024,11,COOK,Proviso Township,township,Advisory,Pass,,,Should the State of Illinois Adopt an Independent Citizens Commission for the Federal and State Redistricting Process?
2024 General Election,2024,11,COOK,Village of Broadview,village,Advisory,Fail,,,Should the Village of Broadview adopt certain environmental policies to help limit climate change even if such policies may result in additional costs to the taxpayers of the Village of Broadview?
2024 General Election,2024,11,COOK,Village of Broadview,village,Advisory,Fail,,,Should the Village of Broadview create a motorcycle unit of the Village of Broadview Police Department?
2024 General Election,2024,11,COOK,Village of Broadview,village,Advisory,Pass,,,"Should the Village of Broadview create certain programs, requirements, and incentives to encourage the placement of electric vehicle charging stations in commercial areas within the Village of Broadvi..."
2024 General Election,2024,11,COOK,Village of Burnham,village,Advisory,Pass,,,Shall the Village of Burnham pass a Resolution urging the State of Illinois to pass legislation to reduce the tax property percentage homeowners pay to public schools in an effort to lift the heavy ta...
2024 General Election,2024,11,COOK,Village of Burnham,village,Advisory,Pass,,,Shall the Village of Burnham pass a resolution requesting that the State of Illinois continue its ban on certain fireworks to ensure the safety of all residents and animals?
2024 General Election,2024,11,COOK,Village of Burnham,village,Advisory,Pass,,,"Shall the Village of Burnham ban semi-trailer trucks, box trucks, boats, car haulers, and tow trucks from parking on residential streets to allow residents with conventional vehicles ample parking spa..."
2024 General Election,2024,11,COOK,Village of Calumet Park,park,Advisory,Pass,,,Shall the Village of Calumet Park pass a Resolution urging the State of Illinois to pass legislation to reduce the tax property percentage homeowners pay to public schools in an effort to lift the hea...
2024 General Election,2024,11,COOK,Village of Crestwood,village,Advisory,Pass,,,Shall the Village of Crestwood pass a Resolution urging the State of Illinois to pass Legislation that requires the State of Illinois to increase State funding for Public Schools that results in lower...
2024 General Election,2024,11,COOK,Village of Franklin Park,park,Advisory,Pass,,,Shall the Illinois General Assembly increase the annual household income qualification for the senior citizen freeze property tax exemption?
