election_name,jurisdiction_county,gov_unit_name,referendum_type,result,description
2006 General Election,*CITY OF CHICAGO,Ward 39 - Precinct 24,Advisory,Pass,Shall the Chicago City Council enact the Inclusionary Housing Ordinance to promote a balanced community with housing available for working families and individuals of varying income levels?
2006 General Election,*CITY OF CHICAGO,Ward 39 - Precinct 30,Advisory,Pass,Shall the Chicago City Council enact the Inclusionary Housing Ordinance to promote a balanced community with housing available for working families and individuals of varying income levels?
2006 General Election,*CITY OF CHICAGO,Ward 39 - Precinct 31,Advisory,Pass,Shall the Chicago City Council enact the Inclusionary Housing Ordinance to promote a balanced community with housing available for working families and individuals of varying income levels?
2006 General Election,*CITY OF CHICAGO,Ward 39 - Precinct 44,Advisory,Pass,Shall the Chicago City Council enact the Inclusionary Housing Ordinance to promote a balanced community with housing available for working families and individuals of varying income levels?
2006 General Election,*CITY OF CHICAGO,Ward 43 - Precinct 1,Advisory,Pass,Shall the Chicago City Council enact the Inclusionary Housing Ordinance to promote a balanced community with housing available for working families and individuals of varying income levels?
2006 General Election,*CITY OF CHICAGO,Ward 43 - Precinct 21,Advisory,Pass,Shall the Chicago City Council enact the Inclusionary Housing Ordinance to promote a balanced community with housing available for working families and individuals of varying income levels?
2006 General Election,*CITY OF CHICAGO,Ward 43 - Precinct 31,Advisory,Pass,Shall the Chicago City Council enact the Inclusionary Housing Ordinance to promote a balanced community with housing available for working families and individuals of varying income levels?
2006 General Election,*CITY OF CHICAGO,Ward 43 - Precinct 37,Advisory,Pass,Shall the Chicago City Council enact the Inclusionary Housing Ordinance to promote a balanced community with housing available for working families and individuals of varying income levels?
2006 General Election,*CITY OF CHICAGO,Ward 43- Precinct 7,Advisory,Pass,Shall the Chicago City Council enact the Inclusionary Housing Ordinance to promote a balanced community with housing available for working families and individuals of varying income levels?
2006 General Election,*CITY OF CHICAGO,Ward 43- Precinct 8,Advisory,Pass,Shall the Chicago City Council enact the Inclusionary Housing Ordinance to promote a balanced community with housing available for working families and individuals of varying income levels?
2006 General Election,*SANGAMON,Springfield Township,Advisory,Pass,"Shall Illinois adopt an open primary law, allowing voters to cast a secret ballot in primary elections by eliminating the current requirement that voters publicly declare their party?"
2006 General Election,*WHITESIDE,Sterling Township,Advisory,Pass,Shall Illinois adopt an open primary law allowing voters to cast a secret ballot in primary elections by eliminating the current requirement that voters publicly declare their party?
2006 General Election,*CITY OF CHICAGO,Ward 49,Advisory,Pass,"Should the City of Chicago, State of Illinois, and Federal Government prohibit any lakefront develoment from Hollywood Avenue to Evanston which includes extension of Lake Shore Drive?"
2006 General Election,*CITY OF CHICAGO,"Ward 5 - Precincts 2,4,9,19,45,49,50",Advisory,Pass,"Shall the Chicago City Council enact the ""Big Boxing Living Wage Ordinance,"" requiring all retail establishments in Chicago greater than 75,000 square feet pay a minimum ""living-wage"" of at least $10/..."
2006 General Election,*CITY OF CHICAGO,"Ward 7 - Precincts 5,18,20,24,32,55",Advisory,Pass,"Shall the Chicago City Council enact the ""Big Boxing Living Wage Ordinance,"" requiring all retail establishments in Chicago greater than 75,000 square feet pay a minimum ""living-wage"" of at least $10/..."
2006 General Election,*CITY OF CHICAGO,"Ward 8 - Precincts 4,7,33,53",Advisory,Pass,"Shall the Chicago City Council enact the ""Big Boxing Living Wage Ordinance,"" requiring all retail establishments in Chicago greater than 75,000 square feet pay a minimum ""living-wage"" of at least $10/..."
2006 General Election,*CITY OF CHICAGO,"Ward 9 - Precincts 4, 8, 11",Advisory,Pass,"Shall the Chicago City Council enact the ""Big Boxing Living Wage Ordinance,"" requiring all retail establishments in Chicago greater than 75,000 square feet pay a minimum ""living-wage"" of at least $10/..."
2006 General Election,*ADAMS,Burton Township,Advisory,Pass,"Shall Illinois adopt an open primary law, allowing voters to cast a secret ballot in primary elections by eliminating the current requirement that voters publicly declare their party?"
2006 General Election,*SANGAMON,Capital Township,Advisory,Pass,"Shall President George W. Bush and Congress commence a humane, orderly, immediate and comprehensive withdrawal of all U.S. Military personnel and bases from Iraq?"
2006 General Election,*SANGAMON,Capital Township,Advisory,Pass,"Shall Illinois adopt an open primary law, allowing voters to cast a secret ballot in primary elections by eliminating the current requirement that voters publicly declare their party?"
2006 General Election,*SANGAMON,Cartwright Township,Advisory,Pass,"Shall Illinois adopt an open primary law, allowing voters to cast a secret ballot in primary elections by eliminating the current requirement that voters publicly declare their party?"
2006 General Election,*SANGAMON,Cartwright Township,Advisory,Pass,"Shall the Illinois General Assembly submit an amendment to Article IX of the Illinois State Constitution defining that the only valid or recognized definition of marriage, in this State, is between a..."
2006 General Election,*COOK,Schaumburg Township,Advisory,Pass,"Shall Illinois adopt an open primary Law, allowing voters to cast a secret ballot in Primary Elections by eliminating the current requirement that voters publicly declare their political party?"
2006 General Election,"COOK, *DuPAGE",Elhmurst CU School District 205,Advisory,Pass,"Shall Elmhurst CUSD 205 implement a written policy to permit high school students with ""lunch labs"" that periodically overlap with other classes be permitted to enroll in both classes if not rendered ..."
2006 General Election,*SANGAMON,Fancy Creek Township,Advisory,Pass,"Shall Illinois adopt an open primary law, allowing voters to cast a secret ballot in primary elections by eliminating the current requirement that voters publicly declare their party?"
2006 General Election,"CITY OF AURORA, *KANE",Aurora Township,Advisory,Pass,"Shall the USA Government immediately begin an orderly and rapidly withdrawal of all its military personnel from Iraq, beginning with the Nationsl Guard and Reserves?"
2006 General Election,*IROQUOIS,Belmont Township,Advisory,Pass,"Shall Illinois adopt an open primary law, allowing voters to cast a secret ballot in primary elections by eliminating the current requirement that voters publicly declare their party?"
2006 General Election,*CHAMPAIGN,City of Champaign Township,Advisory,Pass,"In order to halt the continuing loss of human life and resources necessary to meet human needs at home, shall the U.S. commence a humane, orderly, rapid and comprehensive withdrawal from Iraq?"
2006 General Election,*CHAMPAIGN,City of Champaign Township,Advisory,Fail,Shall our representative to the U.S. House of Representatives be asked to support the impeachment of George W. Bush and Richard Cheney for misleading our nation to war with Iraq?
2006 General Election,*CITY OF PEORIA,City of Peoria,Advisory,Pass,Shall the members of the 95th General Assembly appropriate funds to create a Peoria Chapter of CeaseFire?
2006 General Election,*DeKALB,Sycamore Township,Advisory,Fail,Shall the Governor of Illinois be directed from further sending the Illinois National Guard persons or units to the Iraq or Afghanistan Wars?
2006 General Election,*COOK,Leyden Township,Advisory,Pass,Should townships in Cook County be given the authority to administer property maintenance codes within the unincorporated areas of Cook County if the township so desires?
2006 General Election,*CHAMPAIGN,Cunningham Township,Advisory,Pass,Shall the voters of Cunningham Township call upon the U.S. government to commence an orderly and rapid withdrawal of all U.S. Military from Iraq while providing financial support for Iraq security?
2006 General Election,*CHAMPAIGN,Cunningham Township,Advisory,Pass,Shall the voters of Cunningham Township ask our representative to the U.S. House of Representatives to support articles of impeachment to remove George W. Bush and Richard Cheney from office?
2006 General Election,*CHAMPAIGN,Cunningham Township,Advisory,Pass,"Shall the Governor of Illinois, to the extent of his authority, resist any further federal mobilization of Illinois National Guard Units for service in Iraq?"
