AgencyCode,AgencyName,Cesa,ReferendumId,VoteDate,ReferendumTypeCode,ReferendumType,Amount,AnnualAmount,BriefDescription,FullDescription,YesVotes,NoVotes,ReferendumStatusCode,ReferendumStatus
6321,Westby Area School District (6321),04,3583,2005-04-05,NR,Non-Recurring Referendum,300000.0,"2005-2006  300000.00,2006-2007  300000.00,2007-2008  300000.00,2008-2009  300000.00,2009-2010  300000.00",educational programs and operating costs,"Be it Resolved by the School Board of the Westby Area School District, Vernon, La Crosse and Monroe Counties, Wisconsin, that the revenues included in the School District budget beginning with the 2005-2006 school year and ending with the 2009-2009-2010 school year be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $300,000 a year, for non-recurring purposes for educational programs and operating costs.",643,1574,FV,Failed
6412,Wheatland J1 School District (6412),02,3655,2005-04-05,NR,Non-Recurring Referendum,300000.0,"2005-2006  300000.00,2006-2007  300000.00,2007-2008  300000.00,2008-2009  300000.00",maintain current educational level of the District and cover shortfalls due to decreased funding,"Be it Resolved by the School Board of the Joint School District Number 1, Towns of Wheatland, Brighton, Randall and Salem, Kenosha County, Wisconsin, that the revenues included in the School District Budget for the 2005-2006 school year and for three school years thereafter, to and including the 2008-2009 school year be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $300,000 a year, for non-recurring purposes in order to maintain the current educational level of the District and cover shortfalls due to decreased funding.",171,333,FV,Failed
5607,Stevens Point Area Public School District (5607),05,3155,2005-05-03,NR,Non-Recurring Referendum,987905.0,"2005-2006  987905.00,2006-2007  2500405.00",non-recurring purposes,"Be it resolved by the school board of the Stevens Point Area Public School District, Portage and Wood Counties, Wisconsin, that the revenues inlcuded in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, for the 2005-2006 school year by $987,905 and for the 2006-2007 school year by $2,500,405, for non-recurring purposes.",7896,3725,PV,Passed
3269,Madison Metropolitan School District (3269),02,1757,2005-05-24,NR,Non-Recurring Referendum,4997000.0,"2005-2006  4997000.00,2006-2007  5113000.00,2007-2008  5234000.00,2008-2009  5362000.00,2009-2010  5491000.00",Maintenance and technology,"BE IT RESOLVED by the School Board of the Madison Metropolitan School District, Dane County, Wisconsin, that the revenues included in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $4,997,000 in 2005-06; $5,113,000 in 2006-07; $5,234,000 in 2007-08; $5,362,000 in 2008-09; and $5,491,000 in 2009-10 for non-recurring purposes of which up to $500,000 per year may be spent for renovation, replacement and repair of technology and instructional equipment and the balance of which will be spent for maintenance of facilities.",23191,20419,PV,Passed
3269,Madison Metropolitan School District (3269),02,1758,2005-05-24,RR,Recurring Referendum,7400000.0,,Operating costs,"BE IT RESOLVED by the School Board of the Madison Metropolitan School District, Dane County, Wisconsin, that the revenues included in the School District budget be authorized to exceed the revenue limt specified in Section 121.91, Wisconsin Statutes, by up to $7,400,000 starting in 2005-06 and continuing thereafter for recurring purposes consisting of operating costs.",19239,24360,FV,Failed
3269,Madison Metropolitan School District (3269),02,1759,2005-05-24,ID,Issue Debt,14500000.0,,Construct new elementary school,"BE IT RESOLVED by the School Board of the Madison Metropolitan School District, Dane County, Wisconsin that there shall be issued pursuant to Chapter 67 of the Wisconsin Statutes, general obligation school building bonds in an amount not to exceed $14,500,000 for the public purpose of paying the cost of constructing and equipping a second school at the Aldo Leopold Elementary School site; renovating, remodeling, equipping and adding to the Aldo Leopold Elementary School; and making related site improvements.",20357,23245,FV,Failed
6410,Weyerhaeuser Area School District (6410),10,3648,2005-06-07,ID,Issue Debt,515000.0,,"Removal of a portable classroom, construct a tech ed addition to the high school, related site work; and acquire equipment, furnishings and fixtures.","INITIAL RESOLUTION AUTHORIZING GENERAL OBLIGATION SCHOOL IMPROVEMENT BONDS IN AN AMOUNT NOT TO EXCEED $515,000
BE IT RESOLVED by the School Board of the Weyerhaeuser Area School District, Rusk and Barron counties, Wisconsin that there shall be issued pursuant to Chapter 67 of the Wisconsin Statutes, general obligation school improvement bonds in an amount not to exceed $515,000 for the public purpose of paying the cost of removal of an existing portable classroom; constructing an addition to the high school, including related site work;and acquiring equipment, furnishings and fixtures.",290,105,PV,Passed
2618,Hurley School District (2618),12,1424,2005-06-14,ID,Issue Debt,2260000.0,,roof replacement project,"Be it resolved, by the School Board of the Hurley School District, Iron County, Wisconsin that there shall be issued pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $2,260,000 for the public purpose of financing costs related to roof replacement at the Hurley K-12 school facility (including reimbursement of District funds expended on the project).",749,306,PV,Passed
4620,Racine Unified School District (4620),01,2686,2005-06-21,NR,Non-Recurring Referendum,6450000.0,,,"Be it resolved by the School Board of the Racine Unified School District, Racine County, Wisconsin, that the revenues included in the School District budget be authorized to exceed the revenue limits specified in Section 121.91, Wisconsin Statutes, on a non-recurring basis, by $6,450,000 for the 2005-06 school year for the purpose of limiting further program and service reductions including but not limited to providing school safety measures and extracurricular activities and paying the increasing costs of basic operations.",16407,12666,PV,Passed
1855,Florence County School District (1855),08,916,2005-06-28,RR,Recurring Referendum,750000.0,"2005-2006  750000.00,2006-2007  750000.00,2007-2008  750000.00",,"Be it resolved by the School Board of the School District of Florence County, Florence County, Wisconsin, that the final school district budget beginning with the 2005-06 school year shall include, on a non-recurring basis for a period of three years, an amount of $750,000 each year in excess of the revenue limits imposed by Section 121.91 of the Wisconsin Statutes for the purpose of paying school distric operation and maintenance expenses.

Be it further resolved that, pursuant to SEction 121.91(3) of the Wisconsin Statutes, the School District Clerk is hereby directed to submit the foregoing resolution to the electors for approval or rejection at an election to be held on June 28, 2005.",1204,1225,FV,Failed
1561,Edgar School District (1561),09,777,2005-07-27,RR,Recurring Referendum,200000.0,"2005-2006  200000.00,2006-2007  100000.00",,"Be it resolved by the School Board of the School District of Edgar, Marathon County, Wisconsin, that the revenues inlcuded in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes by $200,000 for the 2005-2006 school year and by an additional $100,000 (for a total of $300,000) for the 2006-2007 school year and thereafter, for recurring purposes consisting of paying operation and maintenance expenses.",759,453,PV,Passed
5432,Somerset School District (5432),11,3039,2005-08-09,ID,Issue Debt,1455000.0,,Land Acquisition Bonds,"Be it Resolved by the School Board of the School District of Somerset, St Croix County, WIsconsin that there shall be issued pursuant to Chapter 67 of the WIsconsin Statutes, gneral obligation land acquisition bonds in an amount not to exceed 1,455,000 for the public purpose of paying the cost of acquiring land.",409,430,FV,Failed
4347,Phillips School District (4347),12,2513,2005-09-13,NR,Non-Recurring Referendum,830000.0,"2005-2006  830000.00,2006-2007  830000.00,2007-2008  830000.00,2008-2009  830000.00,2009-2010  830000.00",,"Be it resolved by the School Board of the School District of Phillips, Price County, Wisconsin, that the final school district budget beginning with the 2005-2006 school year shall include, on a non-recurring basis for a period of five years, an amount of not to exceed $830,000 each year in excess of the revenue limits imposed by Section 121.91 of the Wisconsin Statutes for the purpose of paying school district operation and maintenance expenses in the 2006-07 school year and thereafter.",851,1783,FV,Failed
5642,Sturgeon Bay School District (5642),07,3203,2005-09-13,ID,Issue Debt,2150000.0,,,"Be it resolved by the School Board of the School District of Sturgeon Bay, Door County, Wisconsin that there shall be issued pursuant to Chapter 67 of the Wisconsin Statutes, general obligation capital improvement bonds in an amount not to exceed $2,150,000 for the public purpose of paying the cost of funding capital projects consisting of asbestos abatement; auditorium renovation; bus purchases; replacement of classroom computer and network servers; and purchase of instructional equipment and textbooks.",801,483,PV,Passed
1246,Cuba City School District (1246),03,566,2005-10-04,NR,Non-Recurring Referendum,600000.0,"2005-2006  600000.00,2006-2007  600000.00,2007-2008  600000.00,2008-2009  600000.00",operational income,"BE IT RESOLVED by the School Board of the School District of Cuba City, Grant and Lafayette Counties, Wisconsin, that the final school district budget for each year of the 2005-06 through 2008-2009 school years shall include, on a non-recurring basis, the following amounts in excess of the revenue limits imposed by Section 121.91(2m), Wisconsin Statutes: the amount of $600,000; for each school year from 2005-06 through 2008-2009.",1203,744,PV,Passed
