"governmentname","governmenttype","county","electiondate","amount","purpose","purposedescription","propnumber","votesfor","votesagainst","result","source"
"Bosqueville ISD","ISD","McLennan","2006-11-07T00:00:00.000","8500000","Building","School Building","1","1","0","Carried","TBR"
"Dallas","CITY","Dallas","2006-11-07T00:00:00.000","46200000","Other","Library","4","150026","33145","Carried","TBR"
"Normangee ISD","ISD","Leon","2006-11-07T00:00:00.000","5000000","Building","Building","1","1","0","Carried","TBR"
"Sachse","CITY","Dallas-Collin","2006-11-07T00:00:00.000","615000","Other","Library","5","2353","1284","Carried","TBR"
"Comfort ISD","ISD","Kendall","2006-11-07T00:00:00.000","1802000","Building","Building","2","808","705","Carried","TBR"
"Krum ISD","ISD","Denton","2006-11-07T00:00:00.000","13200000","Building","Building","1","1","0","Carried","TBR"
"Pampa ISD","ISD","Gray","2006-11-07T00:00:00.000","47000000","Building","Building","1","1","0","Carried","TBR"
"Irving","CITY","Dallas","2006-11-07T00:00:00.000","25000000","Other","Public Safety","8","18767","8306","Carried","TBR"
"Royal ISD","ISD","Waller","2006-11-07T00:00:00.000","37700000","Building","School  Building","1","728","614","Carried","TBR"
"Weatherford","CITY","Parker","2006-11-07T00:00:00.000","6200000","Other","Aquatic Center","3","1997","3405","Defeated","TBR"
"Chapel Hill ISDa","ISD","Smith","2006-11-07T00:00:00.000","16000000","Building","School Building","1","1536","1984","Defeated","TBR"
"Leander","CITY","Williamson","2006-11-07T00:00:00.000","125000","Other","Park","4","1943","1716","Carried","TBR"
"Forney ISD","ISD","Kaufman","2006-11-07T00:00:00.000","65920000","Building","Building","1","2537","2204","Carried","TBR"
"Henderson ISD","ISD","Rusk","2006-11-07T00:00:00.000","22000000","Building","School Building","1","2883","651","Carried","TBR"
"Varner Creek UD","WD","Brazoria","2006-11-07T00:00:00.000","10000000","Other","Water System Improvements","1","1","0","Carried","TBR"
"Dallas","CITY","Dallas","2006-11-07T00:00:00.000","60855000","Other","Arts Center","5","125729","56021","Carried","TBR"
"Eagle Pass ISD","ISD","Maverick","2006-11-07T00:00:00.000","30000000","Building","Building","1","1","0","Carried","TBR"
"Irving","CITY","Dallas","2006-11-07T00:00:00.000","32600000","Other","Drainage","2","22597","4962","Carried","TBR"
"McLennan County JCD","CCD","McLennan","2006-11-07T00:00:00.000","74500000","Other","Campus Improvements","1","30794","16238","Carried","TBR"
"Dallas","CITY","Dallas","2006-11-07T00:00:00.000","343230000","Other","Parks & Recreation","3","148116","35592","Carried","TBR"
"Irving","CITY","Dallas","2006-11-07T00:00:00.000","15305000","Other","Police & Fire","7","24391","3300","Carried","TBR"
"Anson ISD","ISD","Jones","2006-11-07T00:00:00.000","7600000","Building","Building","1","1","0","Carried","OAG"
"Forney ISD","ISD","Kaufman","2006-11-07T00:00:00.000","11855000","Other","Technology","5","2472","2243","Carried","TBR"
"Dallas","CITY","Dallas","2006-11-07T00:00:00.000","390420000","Other","Street","1","162537","22939","Carried","TBR"
"Bruceville-Eddy ISD","ISD","McLennan","2006-11-07T00:00:00.000","7500000","Building","Building","1","381","217","Carried","TBR"
"Terrell ISD","ISD","Kaufman","2006-11-07T00:00:00.000","61735000","Building","School Building","1","2067","2679","Defeated","TBR"
"Stonewall Ranch MUD","WD","Williamson","2006-11-07T00:00:00.000","1915000","Other","Parks and Recreation","1.3","1","0","Carried","TBR"
"Austin","CITY","Travis-Williamson","2006-11-07T00:00:00.000","145000000","Other","Flood Control","2.1","105396","47878","Carried","TBR"
"Austin","CITY","Travis-Williamson","2006-11-07T00:00:00.000","13400000","Other","Land purchase","2.2","133216","70237","Carried","TBR"
"Austin","CITY","Travis-Williamson","2006-11-07T00:00:00.000","150000000","Other","Road","1.1","171692","84613","Carried","TBR"
"Stonewall Ranch MUD","WD","Williamson","2006-11-07T00:00:00.000","30500000","Other","Water, Sewer and Drainage","1.2","1","0","Carried","TBR"
"Galveston County MUD 66","WD","Galveston","2006-11-07T00:00:00.000","16295000","Other","Water, Sewer & Drainage","1","1","0","Carried","TBR"
"Clear Brook City MUD","WD","Harris","2006-11-07T00:00:00.000","40500000","Other","Water, Sewer, & Drainage","1.1","1","0","Carried","TBR"
"Clear Brook City MUD","WD","Harris","2006-11-07T00:00:00.000","58890000","Refund","Refunding","1.2","1","0","Carried","TBR"
"Galveston County MUD 66","WD","Galveston","2006-11-07T00:00:00.000","16295000","Refund","Water, Sewer, Drainage, & Refunding","2","1","0","Carried","TBR"
"Stonewall Ranch MUD","WD","Williamson","2006-11-07T00:00:00.000","45750000","Refund","Refunding","1.1","1","0","Carried","TBR"
"Austin","CITY","Travis-Williamson","2006-11-07T00:00:00.000","103100000","Other","Street & Drainage","1.2","111270","42601","Carried","TBR"
"Bilma PUD","WD","Harris","2007-05-02T00:00:00.000","20000000","Other","Water & Sewer","1","1","0","Carried","TBR"
"CNP UD","WD","Harris","2007-05-02T00:00:00.000","10000000","Other","Parks & Rec","1","1","0","Carried","TBR"
"CNP UD","WD","Harris","2007-05-02T00:00:00.000","25000000","Other","W,S & Dr","NR","1","0","Carried","TBR"
"Timber Lane UD","WD","Harris","2007-05-07T00:00:00.000","20000000","Other","Water, Sewer and Drainage","2","1","0","Carried","TBR"
"College of the Mainland","CCD","Galveston","2007-05-12T00:00:00.000","103000000","Other","College Facilities","1","1787","1902","Defeated","TBR"
"Boerne","CITY","Kendall","2007-05-12T00:00:00.000","1990000","Other","Trail","4","743","556","Carried","TBR"
"College Station ISD","ISD","Brazos","2007-05-12T00:00:00.000","67420000","Building","Building","1","1","0","Carried","TBR"
"Mesquite ISD","ISD","Dallas","2007-05-12T00:00:00.000","180000000","Building","School  Building","1","2701","931","Carried","TBR"
"Mineola","CITY","Wood","2007-05-12T00:00:00.000","4180000","Other","Street","1","361","158","Carried","TBR"
"Ellis County","COUNTY","Ellis","2007-05-12T00:00:00.000","53875000","Other","Court Facilities","1","3682","3245","Carried","TBR"
"Forney ISD","ISD","Kaufman","2007-05-12T00:00:00.000","70095000","Building","Building","1","1520","1009","Carried","TBR"
"Thrall ISD","ISD","Williamson","2007-05-12T00:00:00.000","7950000","Building","School Building","1","168","212","Defeated","TBR"
"Whitney ISD","ISD","Hill","2007-05-12T00:00:00.000","31000000","Building","School Building","1","589","864","Defeated","TBR"
"Universal City","CITY","Bexar","2007-05-12T00:00:00.000","935000","Other","Police Station","2","1","0","Carried","TBR"
"Manor ISD","ISD","Travis","2007-05-12T00:00:00.000","43630000","Building","School  Building","2","559","271","Carried","TBR"
"Deweyville ISD","ISD","Newton","2007-05-12T00:00:00.000","720000","Renovations","Renovations","2","1","0","Carried","TBR"
"Manor ISD","ISD","Travis","2007-05-12T00:00:00.000","3100000","Renovations","School Building Renovations","4","572","265","Carried","TBR"
"Brady ISD","ISD","McCulloch","2007-05-12T00:00:00.000","14500000","Building","Building","1","482","234","Carried","TBR"
"Pawnee ISD","ISD","Bee","2007-05-12T00:00:00.000","7500000","Building","Building","1","1","0","Carried","TBR"
"Nolanville","CITY","Bell","2007-05-12T00:00:00.000","1700000","Renovations","Street & Drainage","1","1","0","Carried","TBR"
"Shenandoah","CITY","Montgomery","2007-05-12T00:00:00.000","19500000","Other","Street & Drainage","1","301","149","Carried","TBR"
"Huffman ISD","ISD","Harris","2007-05-12T00:00:00.000","20500000","Other","Stadium/Admin Building/Technology","1","1","0","Carried","Other"
"Lancaster ISD","ISD","Dallas","2007-05-12T00:00:00.000","665000","Other","Stadium","5","0","1","Defeated","TBR"
"Manor ISD","ISD","Travis","2007-05-12T00:00:00.000","6100000","Other","Technology","3","594","239","Carried","TBR"
"Channelview ISD","ISD","Harris","2007-05-12T00:00:00.000","125000000","Building","Building","1","0","1","Defeated","Other"
"Waco","CITY","McLennan","2007-05-12T00:00:00.000","2000000","Other","Museum","5","4218","2469","Carried","TBR"
"San Angelo ISD","ISD","Tom Green","2007-05-12T00:00:00.000","106000000","Building","School  Building","1","3781","6332","Defeated","TBR"
"Van Alstyne ISD","ISD","Grayson","2007-05-12T00:00:00.000","5500000","Other","Athletic Stadium","2","300","299","Carried","TBR"
"Center ISD","ISD","Shelby","2007-05-12T00:00:00.000","9650000","Building","Building","1","426","216","Carried","TBR"
"Grand Prairie","CITY","Dallas","2007-05-12T00:00:00.000","3000000","Building","Senior Citizen Center","2","1","0","Carried","TBR"
"Van Alstyne ISD","ISD","Grayson","2007-05-12T00:00:00.000","8000000","Building","School Building","1","364","233","Carried","TBR"
"Waco","CITY","McLennan","2007-05-12T00:00:00.000","13000000","Other","Police","2","4777","1894","Carried","TBR"
"Rice CISD","ISD","Colorado","2007-05-12T00:00:00.000","4600000","Other","Auditorium","2","545","392","Carried","TBR"
"Howard County JCD","CCD","Howard","2007-05-12T00:00:00.000","21625000","Other","College Facilities","1","1","0","Carried","TBR"
"Dawson ISDb","ISD","Navarro","2007-05-12T00:00:00.000","3695000","Building","Building","1","233","75","Carried","TBR"
"Pecos-Barstow-Toyah ISD","ISD","Reeves","2007-05-12T00:00:00.000","30000000","Building","School  Building","1","1072","372","Carried","TBR"
"Fairview (a)","CITY","Collin","2007-05-12T00:00:00.000","2830000","Renovations","Fire Imprs","1","1","0","Carried","TBR"
"Canton ISD","ISD","Van Zandt","2007-05-12T00:00:00.000","4000000","Other","Gymnasium","2","540","484","Carried","TBR"
"Northside ISDa","ISD","Bexar","2007-05-12T00:00:00.000","692670000","Building","School  Building","1","1","0","Carried","TBR"
"Dimmitt ISD","ISD","Castro","2007-05-12T00:00:00.000","15600000","Building","Building","1","1","0","Carried","TBR"
"Grand Prairie ISD","ISD","Dallas","2007-05-12T00:00:00.000","222000000","Building","Building","1","1","0","Carried","TBR"
"Universal City","CITY","Bexar","2007-05-12T00:00:00.000","2080000","Other","Park","4","1","0","Carried","TBR"
"Lancaster ISD","ISD","Dallas","2007-05-12T00:00:00.000","5000000","Other","Service Center","3","0","1","Defeated","TBR"
"Booker Hospital District","HHD","Lipscomb","2007-05-12T00:00:00.000","1135000","Other","Nursing Home","1","1","0","Carried","TBR"
"Montgomery ISD","ISD","Montgomery","2007-05-12T00:00:00.000","9970830","Other","Natatorium","2","1","0","Carried","TBR"
"Canton ISD","ISD","Van Zandt","2007-05-12T00:00:00.000","19300000","Building","Building","1","621","414","Carried","TBR"
"Waller ISD","ISD","Waller","2007-05-12T00:00:00.000","49290000","Building","School Building","1","769","446","Carried","TBR"
"Cibolo","CITY","Guadalupe","2007-05-12T00:00:00.000","1550000","Building","Municipal Building","4","1","0","Carried","TBR"
"Encanto Real UD","WD","Harris","2007-05-12T00:00:00.000","39000000","Other","Water & Sewer","NR","1","0","Carried","TBR"
"Graham ISD","ISD","Young","2007-05-12T00:00:00.000","28000000","Renovations","Renovations","1","1","0","Carried","TBR"
"Boerne","CITY","Kendall","2007-05-12T00:00:00.000","5000000","Other","Library","2","858","446","Carried","TBR"
"China Spring ISD","ISD","McLennan","2007-05-12T00:00:00.000","22000000","Building","School  Building","1","1","0","Carried","OAG"
"Giddings ISD","ISD","Lee","2007-05-12T00:00:00.000","1100000","Refund","Refund M&O","2","1","0","Carried","OAG"
"Lake Dallas ISD","ISD","Denton","2007-05-12T00:00:00.000","25000000","Building","School  Building","1","1029","485","Carried","TBR"
"Lancaster ISD","ISD","Dallas","2007-05-12T00:00:00.000","1000000","Other","Vehicles","6","0","1","Defeated","TBR"
"Levelland ISD","ISD","Hockley","2007-05-12T00:00:00.000","20000000","Building","Building","1","0","1","Defeated","TBR"
"Neches ISD","ISD","Anderson","2007-05-12T00:00:00.000","5250000","Building","Building","1","1","0","Carried","TBR"
"Montgomery ISD","ISD","Montgomery","2007-05-12T00:00:00.000","63889200","Building","Building","1","1","0","Carried","TBR"
"San Perlita ISD","ISD","Willacy","2007-05-12T00:00:00.000","3000000","Building","Building","1","1","0","Carried","OAG"
"Deweyville ISD","ISD","Newton","2007-05-12T00:00:00.000","840000","Other","Music Hall","3","1","0","Carried","TBR"
"Lancaster ISD","ISD","Dallas","2007-05-12T00:00:00.000","70300000","Building","Building","1","0","1","Defeated","TBR"
"Brookeland ISD","ISD","Jasper","2007-05-12T00:00:00.000","5000000","Building","Building","1","77","167","Defeated","TBR"
"Rice CISD","ISD","Colorado","2007-05-12T00:00:00.000","12048000","Building","Building","1","566","377","Carried","TBR"
"Santa Rosa ISD","ISD","Cameron","2007-05-12T00:00:00.000","4680000","Building","Building","1","1","0","Carried","TBR"
"Texarkana ISD","ISD","Bowie","2007-05-12T00:00:00.000","27000000","Building","School Building","1","1026","384","Carried","TBR"
"Sands CISD","ISD","Dawson","2007-05-12T00:00:00.000","3000000","Building","Building","1","1","0","Carried","TBR"
"Bastrop ISD","ISD","Bastrop","2007-05-12T00:00:00.000","14900000","Other","Performing Arts","3","2198","1469","Carried","TBR"
"Tomball ISD","ISD","Harris","2007-05-12T00:00:00.000","198000000","Building","School Building","1","1","0","Carried","Other"
"San Marcos CISD","ISD","Hays","2007-05-12T00:00:00.000","14320000","Building","School  Building","1","1720","1216","Carried","TBR"
"Robstown ISD","ISD","Nueces","2007-05-12T00:00:00.000","15500000","Building","Building","1","1","0","Carried","TBR"
"Levelland ISD","ISD","Hockley","2007-05-12T00:00:00.000","1090000","Refund","Refund M&O","2","0","1","Defeated","TBR"
"Calhoun Co ISD","ISD","Calhoun","2007-05-12T00:00:00.000","22000000","Building","Building","1","1505","271","Carried","TBR"
"United ISD","ISD","Webb","2007-05-12T00:00:00.000","400000000","Building","School Building","1","2416","4485","Defeated","TBR"
"Llano ISD","ISD","Llano","2007-05-12T00:00:00.000","9200000","Building","Building","2","1","0","Carried","TBR"
"Honey Grove ISD","ISD","Fannin","2007-05-12T00:00:00.000","9000000","Building","Building","1","1","0","Carried","OAG"
"Rains ISD","ISD","Rains","2007-05-12T00:00:00.000","14700000","Building","Building","1","0","1","Defeated","TBR"
"Carthage ISD","ISD","Panola","2007-05-12T00:00:00.000","6800000","Other","Stadium","1","1412","635","Carried","TBR"
"Hickory Creek","CITY","Denton","2007-05-12T00:00:00.000","600000","Other","Animal Shelter","1","411","485","Defeated","TBR"
"Pearland","CITY","Brazoria-Fort Bend-Harris","2007-05-12T00:00:00.000","16225000","Other","Natatorium","5","1869","1445","Carried","TBR"
"Celeste ISD","ISD","Hunt","2007-05-12T00:00:00.000","8250000","Building","Building","1","93","27","Carried","TBR"
"Cibolo","CITY","Guadalupe","2007-05-12T00:00:00.000","3025000","Building","Water & Sewer","2","1","0","Carried","TBR"
"Frenship ISD","ISD","Lubbock","2007-05-12T00:00:00.000","127990000","Building","School  Building","1","1468","638","Carried","TBR"
"West Harris County MUD 09","WD","Harris","2007-05-12T00:00:00.000","3200000","Other","Parks and Recreation","1","1","0","Carried","TBR"
"Manor ISD","ISD","Travis","2007-05-12T00:00:00.000","58700000","Building","School  Building","1","584","246","Carried","TBR"
"Victoria ISD","ISD","Victoria","2007-05-12T00:00:00.000","159000000","Building","School Building","1","4538","2730","Carried","TBR"
"Oakwood ISD","ISD","Leon","2007-05-12T00:00:00.000","5480000","Building","School  Building","1","161","226","Defeated","TBR"
"Round Top-Carmine ISD","ISD","Fayette","2007-05-12T00:00:00.000","940000","Building","Building","1","1","0","Carried","TBR"
"Spring ISD","ISD","Harris","2007-05-12T00:00:00.000","280000000","Building","School Building","1","13328","1451","Carried","TBR"
"North East ISD","ISD","Bexar","2007-05-12T00:00:00.000","498049000","Building","Building & Renovations","1","1","0","Carried","TBR"
"Cibolo","CITY","Guadalupe","2007-05-12T00:00:00.000","600000","Renovations","Drainage Improvements","3","1","0","Carried","TBR"
