Election Date,Agency Name,County,Election Type,Measure Name,Type of Tax/Debt,Amount of Bond/Tax,% Yes,% No,Threshold Value,Election Result,Purpose
11/03/1998 00:00:00,Delano Joint Union High School District,Kern; Tulare,General,A,General Obligation Bond,"$27,000,000",77.70,22.30,Two-thirds,Pass,K-12 School Facility
11/03/1998 00:00:00,Pajaro Valley Unified School District,Santa Cruz; Monterey,General,E,General Obligation Bond,"$67,500,000",61.20,38.80,Two-thirds,Fail,K-12 School Facility
11/03/1998 00:00:00,Yuba County,Yuba,General,N,"Tax (Levy, Parcel, Sales, Fee)",New 8% Transient Occupancy Tax,37.10,62.90,Majority,Fail,Special Tax Fees/Levy
11/03/1998 00:00:00,Lafayette,Contra Costa,General,V,"Tax (Levy, Parcel, Sales, Fee)",$92 Per Parcel (Max) for 3 Yrs,45.10,54.90,Two-thirds,Fail,Public Safety
11/03/1998 00:00:00,Parlier,Fresno,General,I,"Tax (Levy, Parcel, Sales, Fee)",Utility Users Tax: Impose New 4% Tax,64.10,35.90,Majority,Pass,Special Tax Fees/Levy
11/03/1998 00:00:00,State of California,State of California,General,1A,General Obligation Bond,"$9,200,000,000",62.50,37.50,Majority,Pass,K-12 School Facility
11/03/1998 00:00:00,Fillmore,Ventura,General,D,"Tax (Levy, Parcel, Sales, Fee)",New 4.5% Utility Users Tax,30.20,69.80,Majority,Fail,Special Tax Fees/Levy
11/03/1998 00:00:00,Fortuna,Humboldt,General,G,"Tax (Levy, Parcel, Sales, Fee)",Increase TOT from 8% to 10%,48.90,51.10,Majority,Fail,Special Tax Fees/Levy
11/03/1998 00:00:00,Montclair,San Bernardino,General,M,"Tax (Levy, Parcel, Sales, Fee)",Utility Users Tax: Repeal 4.74% Tax,42.20,57.80,Majority,Fail,Special Tax Fees/Levy
11/03/1998 00:00:00,Murrieta,Riverside,General,Y,"Tax (Levy, Parcel, Sales, Fee)",$94.19 Per Equivalent Dwelling Unit,52.90,47.10,Two-thirds,Fail,Public Safety
11/03/1998 00:00:00,Encinitas,San Diego,General,R,"Tax (Levy, Parcel, Sales, Fee)",2% TOT Surcharge,68.70,31.30,Two-thirds,Pass,"Parks, Open Space"
11/03/1998 00:00:00,Highland,San Bernardino,General,L,"Tax (Levy, Parcel, Sales, Fee)",$.06 Per Ton of Aggregate,55.60,44.40,Majority,Pass,Special Tax Fees/Levy
11/03/1998 00:00:00,Glenn County,Glenn,General,U,"Tax (Levy, Parcel, Sales, Fee)",Increase TOT from 5% to 10%,34.40,65.60,Majority,Fail,Special Tax Fees/Levy
11/03/1998 00:00:00,East Palo Alto,San Mateo,General,A,"Tax (Levy, Parcel, Sales, Fee)",New 12% Transient Occupancy Tax,60.00,40.00,Majority,Pass,Special Tax Fees/Levy
11/03/1998 00:00:00,Willows,Glenn,General,S,"Tax (Levy, Parcel, Sales, Fee)",Increase TOT from 8% to 10%,48.40,51.60,Majority,Fail,Special Tax Fees/Levy
11/03/1998 00:00:00,Auburn Union School District,Placer,General,Q,General Obligation Bond,"$13,750,000",62.10,37.90,Two-thirds,Fail,K-12 School Facility
11/03/1998 00:00:00,San Benito County,San Benito,General,J,Sales Tax Revenue Bond,Sales Tax: .5% Tax for 10 Yrs,56.40,43.60,Two-thirds,Fail,Bridges and Highways
11/03/1998 00:00:00,Pinole,Contra Costa,General,T,"Tax (Levy, Parcel, Sales, Fee)",Utility Users Tax: Re-Enact 8% Tax for 6 Yrs,58.50,41.50,Majority,Pass,Special Tax Fees/Levy
11/03/1998 00:00:00,San Anselmo,Marin,General,I,"Tax (Levy, Parcel, Sales, Fee)",$30 Per Living Unit for 4 Yrs,72.40,27.60,Two-thirds,Pass,Hospital
11/03/1998 00:00:00,Twentynine Palms,San Bernardino,General,N,"Tax (Levy, Parcel, Sales, Fee)",Increase Transient Occupancy Tax from 7% to 9%,56.90,43.10,Two-thirds,Fail,Special Tax Fees/Levy
11/03/1998 00:00:00,Santa Paula,Ventura,General,L,"Tax (Levy, Parcel, Sales, Fee)",Utility Users Tax: Impose New 4.5% Tax,37.70,62.30,Two-thirds,Fail,Public Safety
11/03/1998 00:00:00,San Marino,Los Angeles,General,H,"Tax (Levy, Parcel, Sales, Fee)",$881 Res-1 Parcel Tax,86.70,13.30,Two-thirds,Pass,Public Safety
11/03/1998 00:00:00,Morgan Hill Unified School District,Santa Clara,General,G,General Obligation Bond,"$70,000,000",62.90,37.10,Two-thirds,Fail,K-12 School Facility
11/03/1998 00:00:00,Upland,San Bernardino,General,O,"Tax (Levy, Parcel, Sales, Fee)",Eliminate Storm Utility Fee,59.50,40.50,Majority,Pass,"Flood Control, Storm Drainage"
11/03/1998 00:00:00,Chula Vista Elementary School District,San Diego,General,JJ,General Obligation Bond,"$95,000,000",75.60,24.40,Two-thirds,Pass,K-12 School Facility
11/03/1998 00:00:00,Lakeport,Lake,General,S,Sales Tax Revenue Bond,.75% Sales Tax,60.00,40.00,Two-thirds,Fail,Street Construction and Improvements
11/03/1998 00:00:00,Gridley,Butte,General,E,"Tax (Levy, Parcel, Sales, Fee)",New 6% Transient Occupancy Tax,62.20,37.80,Majority,Pass,Special Tax Fees/Levy
11/03/1998 00:00:00,"Fairfax, Town of",Marin,General,F,"Tax (Levy, Parcel, Sales, Fee)",$30 Per Living Unit for 4 Yrs,72.20,27.80,Two-thirds,Pass,Hospital
11/03/1998 00:00:00,Fowler,Fresno,General,D,"Tax (Levy, Parcel, Sales, Fee)",New 5% Utility UsersTax on Residential,71.20,28.80,Majority,Pass,Special Tax Fees/Levy
11/03/1998 00:00:00,Orland,Glenn,General,T,"Tax (Levy, Parcel, Sales, Fee)",TOT: Increase Tax from 8% to 10%,30.60,69.40,Majority,Fail,Special Tax Fees/Levy
11/03/1998 00:00:00,Loyalton,Sierra,General,B,"Tax (Levy, Parcel, Sales, Fee)",Reinstate 6% TOT,31.50,68.50,Majority,Fail,Special Tax Fees/Levy
11/03/1998 00:00:00,Rio Dell,Humboldt,General,E,"Tax (Levy, Parcel, Sales, Fee)",Re-Enact 7% Utility Users Tax for 5 Yrs,43.40,56.60,Majority,Fail,Special Tax Fees/Levy
11/03/1998 00:00:00,Ross,Marin,General,H,"Tax (Levy, Parcel, Sales, Fee)",$30 Per Living Unit for 4 Yrs,79.30,20.70,Two-thirds,Pass,Hospital
11/03/1998 00:00:00,San Mateo Union High School District,San Mateo,General,B,General Obligation Bond,"$190,000,000",66.30,33.70,Two-thirds,Fail,K-12 School Facility
11/03/1998 00:00:00,Madera,Madera,General,P,Sales Tax Revenue Bond,Sales Tax: Impose .25% Tax for 8 Yrs,63.90,36.10,Two-thirds,Fail,Public Safety
11/03/1998 00:00:00,Lodi Unified School District,San Joaquin,General,I,General Obligation Bond,"$122,000,000",61.00,39.00,Two-thirds,Fail,K-12 School Facility
11/03/1998 00:00:00,Ojai,Ventura,General,I,"Tax (Levy, Parcel, Sales, Fee)",TOT: Continuation of 10% Tax,70.70,29.30,Majority,Pass,Special Tax Fees/Levy
11/03/1998 00:00:00,Pioneer Union Elementary School District,Kings,General,P,General Obligation Bond,"$5,000,000",63.60,36.40,Two-thirds,Fail,K-12 School Facility
11/03/1998 00:00:00,Beaumont Unified School District,Riverside; San Bernardino,General,T,General Obligation Bond,"$16,000,000",71.80,28.20,Two-thirds,Pass,K-12 School Facility
11/03/1998 00:00:00,Arroyo Grande,San Luis Obispo,General,H98,"Tax (Levy, Parcel, Sales, Fee)",Increase TOT from 6% to 10%,47.30,52.70,Majority,Fail,Special Tax Fees/Levy
11/03/1998 00:00:00,Arroyo Grande,San Luis Obispo,General,J98,"Tax (Levy, Parcel, Sales, Fee)",Continue 2.4% Utility Users Tax,33.70,66.30,Majority,Fail,Special Tax Fees/Levy
11/03/1998 00:00:00,Mendota,Fresno,General,H,"Tax (Levy, Parcel, Sales, Fee)",New 5% Transient Occupancy Tax,51.30,48.70,Majority,Pass,Special Tax Fees/Levy
11/03/1998 00:00:00,Hemet Unified School District,Riverside,General,S,General Obligation Bond,"$37,500,000",61.40,38.60,Two-thirds,Fail,K-12 School Facility
11/03/1998 00:00:00,Indio,Riverside,General,BB,General Obligation Bond,"$55,000,000",43.70,56.30,Two-thirds,Fail,Street Construction and Improvements
11/03/1998 00:00:00,Inglewood Unified School District,Los Angeles,General,K,General Obligation Bond,"$131,000,000",86.90,13.10,Two-thirds,Pass,K-12 School Facility
11/03/1998 00:00:00,Fresno,Fresno,General,E,"Tax (Levy, Parcel, Sales, Fee)",Increase TOT from 12% to 13%,63.10,36.90,Two-thirds,Pass,Special Tax Fees/Levy
11/03/1998 00:00:00,Fremont,Alameda,General,N,"Tax (Levy, Parcel, Sales, Fee)",Reaffirm 8% TOT Per Prop 62,73.70,26.30,Majority,Pass,Special Tax Fees/Levy
11/03/1998 00:00:00,Fremont,Alameda,General,O,"Tax (Levy, Parcel, Sales, Fee)",Increase TOT from 8% to 10%,30.50,69.50,Majority,Fail,Special Tax Fees/Levy
11/03/1998 00:00:00,Fresno County,Fresno,General,B,Sales Tax Revenue Bond,Sales Tax: Impose .125% Tax for 7 Yrs,70.40,29.60,Two-thirds,Pass,Public Building
11/03/1998 00:00:00,Fontana,San Bernardino,General,K,"Tax (Levy, Parcel, Sales, Fee)",Utility Users Tax: Continue 5% Tax,47.80,52.20,Majority,Fail,Special Tax Fees/Levy
11/03/1998 00:00:00,Marin County,Marin,General,A,"Tax (Levy, Parcel, Sales, Fee)",Advisory to Spend New Sales Taxes,63.40,36.60,Majority,Pass,"Multiple Capital Improvements, Public Works"
11/03/1998 00:00:00,Marin County,Marin,General,B,Sales Tax Revenue Bond,Sales Tax: Impose .5% Tax for 20 Yrs,42.50,57.50,Majority,Fail,Special Tax Fees/Levy
11/03/1998 00:00:00,Los Angeles,Los Angeles,General,DD,General Obligation Bond,"$178,300,000",71.70,28.30,Two-thirds,Pass,Public Building
11/03/1998 00:00:00,Los Angeles,Los Angeles,General,EE,General Obligation Bond,"$46,500,000",59.70,40.30,Two-thirds,Fail,"Parks, Open Space"
11/03/1998 00:00:00,Los Angeles,Los Angeles,General,CC,General Obligation Bond,"$47,600,000",79.20,20.80,Two-thirds,Pass,"Other Capital Improvements, Public Works"
11/03/1998 00:00:00,Los Angeles,Los Angeles,General,JJ,"Tax (Levy, Parcel, Sales, Fee)","Sum of 20 Yr Tax = $769,400,000",43.10,56.90,Two-thirds,Fail,Street Construction and Improvements
11/03/1998 00:00:00,Templeton Community Services District,San Luis Obispo,General,L98,"Tax (Levy, Parcel, Sales, Fee)",$2 Per Month Per Residence,46.30,53.70,Two-thirds,Fail,Recreation and Sports Facilities
11/03/1998 00:00:00,Lincoln,Placer,General,U,"Tax (Levy, Parcel, Sales, Fee)",New 10% Motel Tax,59.90,40.10,Majority,Pass,Special Tax Fees/Levy
11/03/1998 00:00:00,Lompoc,Santa Barbara,General,L98,"Tax (Levy, Parcel, Sales, Fee)",Utility Users Tax: Impose New 2.5% Tax for 10 Yrs,38.50,61.50,Majority,Fail,Special Tax Fees/Levy
11/03/1998 00:00:00,Desert Hot Springs,Riverside,General,AA,"Tax (Levy, Parcel, Sales, Fee)",Continue 3% Utility Users Tax,48.10,51.90,Majority,Fail,Special Tax Fees/Levy
11/03/1998 00:00:00,Del Mar,San Diego,General,P,General Obligation Bond,"$2,000,000",72.00,28.00,Two-thirds,Pass,"Fire, Police Protection/Emergency Medical"
11/03/1998 00:00:00,Del Norte County,Del Norte,General,A,"Tax (Levy, Parcel, Sales, Fee)",.25% Retail Sales Tax for 9 Yrs,45.80,54.20,Two-thirds,Fail,Recreation and Sports Facilities
11/03/1998 00:00:00,Del Norte County,Del Norte,General,B,"Tax (Levy, Parcel, Sales, Fee)",.25% Retail Sales Tax,51.60,48.40,Two-thirds,Fail,Public Building
11/03/1998 00:00:00,Conejo Valley Unified School District,Ventura,General,R,General Obligation Bond,"$88,000,000",72.30,27.70,Two-thirds,Pass,K-12 School Facility
11/03/1998 00:00:00,Campbell,Santa Clara,General,U,"Tax (Levy, Parcel, Sales, Fee)",Increase TOT from 8% to 10%,52.70,47.30,Majority,Pass,Special Tax Fees/Levy
11/03/1998 00:00:00,Big Bear Lake,San Bernardino,General,I,"Tax (Levy, Parcel, Sales, Fee)",$15 Per Parcel,21.70,78.30,Two-thirds,Fail,"Fire, Police Protection/Emergency Medical"
11/03/1998 00:00:00,Berkeley,Alameda,General,E,"Tax (Levy, Parcel, Sales, Fee)",$.008 Per Sq Ft,69.80,30.20,Two-thirds,Pass,Hospital
11/03/1998 00:00:00,Berkeley,Alameda,General,F,"Tax (Levy, Parcel, Sales, Fee)","Increase Arms Tax to $150 Per $1,000",82.40,17.60,Two-thirds,Pass,K-12 School Facility
11/03/1998 00:00:00,Berkeley,Alameda,General,G,"Tax (Levy, Parcel, Sales, Fee)",$.51 Per Sq Ft Charge on NPC,61.10,38.90,Majority,Pass,Special Tax Fees/Levy
11/03/1998 00:00:00,East Bay Regional Park District,Alameda; Contra Costa,General,W,"Tax (Levy, Parcel, Sales, Fee)",$9.50 Per Sq Ft for Residential/$8.10 Per Multi-Family,63.50,36.50,Two-thirds,Fail,"Parks, Open Space"
11/03/1998 00:00:00,East Bay Regional Park District,Alameda; Contra Costa,General,W,Special Assessment Bond,$9.50 Per Sq Ft for Residential/$8.10 Per Multi-Family,66.10,33.90,Two-thirds,Fail,"Parks, Open Space"
11/03/1998 00:00:00,Alameda,Alameda,General,B,"Tax (Levy, Parcel, Sales, Fee)",Continue 2% Utility Users Tax,50.20,49.80,Majority,Pass,Special Tax Fees/Levy
11/03/1998 00:00:00,Placerville,El Dorado,General,J,Sales Tax Revenue Bond,Sales Tax: Impose .25% Retail Sales Tax for 9 Yrs,71.50,28.50,Two-thirds,Pass,Public Safety
11/03/1998 00:00:00,Placer County,Placer,General,L,"Tax (Levy, Parcel, Sales, Fee)",Increase TOT from 8% to 10%,32.00,68.00,Majority,Fail,Special Tax Fees/Levy
11/03/1998 00:00:00,Placer County,Placer,General,H-1,"Tax (Levy, Parcel, Sales, Fee)",$15 Per Parcel (Max),47.30,52.70,Two-thirds,Fail,Other Purpose
11/03/1998 00:00:00,Placer County,Placer,General,H-2,"Tax (Levy, Parcel, Sales, Fee)",$15 Per Parcel (Max),66.00,34.00,Two-thirds,Fail,Other Purpose
11/03/1998 00:00:00,Placer County,Placer,General,H-3,"Tax (Levy, Parcel, Sales, Fee)",$15 Per Parcel (Max),60.60,39.40,Two-thirds,Fail,Other Purpose
11/03/1998 00:00:00,Placer County,Placer,General,H-4,"Tax (Levy, Parcel, Sales, Fee)",$15 Per Parcel (Max),55.30,44.70,Two-thirds,Fail,Other Purpose
11/03/1998 00:00:00,Placer County,Placer,General,H-5,"Tax (Levy, Parcel, Sales, Fee)",$15 Per Parcel (Max),63.60,36.40,Two-thirds,Fail,Other Purpose
11/03/1998 00:00:00,Placer County,Placer,General,H-6,"Tax (Levy, Parcel, Sales, Fee)",$15 Per Parcel (Max),51.40,48.60,Two-thirds,Fail,Other Purpose
11/03/1998 00:00:00,Placer County,Placer,General,H-7,"Tax (Levy, Parcel, Sales, Fee)",$15 Per Parcel (Max),67.10,32.90,Two-thirds,Pass,Other Purpose
11/03/1998 00:00:00,Placer County,Placer,General,H-8,"Tax (Levy, Parcel, Sales, Fee)",$15 Per Parcel (Max),47.10,52.90,Two-thirds,Fail,Other Purpose
11/03/1998 00:00:00,Pomona,Los Angeles,General,V,"Tax (Levy, Parcel, Sales, Fee)",$65 Per Sq Ft Parcel for 4 Yrs,35.20,64.80,Two-thirds,Fail,Public Safety
11/03/1998 00:00:00,Pomona,Los Angeles,General,W,"Tax (Levy, Parcel, Sales, Fee)",$47 Per Sq Ft Parcel,33.70,66.30,Two-thirds,Fail,"Parks, Open Space"
11/03/1998 00:00:00,San Diego Unified School District,San Diego,General,MM,General Obligation Bond,"$1,510,000,000",78.50,21.50,Two-thirds,Pass,K-12 School Facility
11/03/1998 00:00:00,Salinas Union High School District,Monterey,General,H,General Obligation Bond,"$33,500,000",63.40,36.60,Two-thirds,Fail,K-12 School Facility
11/03/1998 00:00:00,Salinas Union High School District,Monterey,General,M,General Obligation Bond,"$16,500,000",61.70,38.30,Two-thirds,Fail,K-12 School Facility
11/03/1998 00:00:00,Salinas,Monterey,General,C,"Tax (Levy, Parcel, Sales, Fee)",Continue Bus License Tax,34.80,65.20,Majority,Fail,Special Tax Fees/Levy
11/03/1998 00:00:00,Cotati,Sonoma,General,G,"Tax (Levy, Parcel, Sales, Fee)",Increase TOT from 8% to 10%,53.00,47.00,Majority,Pass,Special Tax Fees/Levy
11/03/1998 00:00:00,Sacramento County,Sacramento,General,M,"Tax (Levy, Parcel, Sales, Fee)",Sales Tax: Impose .25% Tax for 6 Yrs,31.90,68.10,Majority,Fail,Special Tax Fees/Levy
11/03/1998 00:00:00,Moorpark,Ventura,General,G,"Tax (Levy, Parcel, Sales, Fee)",$79.80 Per Sq Ft/ $59.85 Per Multi-Family,33.30,66.70,Two-thirds,Fail,"Parks, Open Space"
11/03/1998 00:00:00,Roseville,Placer,General,N,"Tax (Levy, Parcel, Sales, Fee)",TOT: Raise Tax from 6% to10%,46.60,53.40,Majority,Fail,Special Tax Fees/Levy
11/03/1998 00:00:00,Los Altos School District,Santa Clara,General,H,General Obligation Bond,"$94,700,000",75.80,24.20,Two-thirds,Pass,K-12 School Facility
11/03/1998 00:00:00,Oakland,Alameda,General,Z,"Tax (Levy, Parcel, Sales, Fee)",Continue .6% Electric Business Tax,30.90,69.10,Majority,Fail,Special Tax Fees/Levy
11/03/1998 00:00:00,Holtville,Imperial,General,S,"Tax (Levy, Parcel, Sales, Fee)",Eliminate 5% Utility Users Tax,45.00,55.00,Majority,Fail,Special Tax Fees/Levy
11/03/1998 00:00:00,San Rafael,Marin,General,J,"Tax (Levy, Parcel, Sales, Fee)",$53 Per Living Unit for 4 Yrs,61.30,38.70,Two-thirds,Fail,Hospital
11/03/1998 00:00:00,Santa Maria-Bonita School District,Santa Barbara; San Luis Obispo,General,N98,General Obligation Bond,"$33,000,000",59.60,40.40,Two-thirds,Fail,K-12 School Facility
11/03/1998 00:00:00,Santa Clara County,Santa Clara,General,X,"Tax (Levy, Parcel, Sales, Fee)",Extend 2.4% Utility Tax to Annexed Area,55.70,44.30,Majority,Pass,Special Tax Fees/Levy
11/03/1998 00:00:00,Santa Cruz,Santa Cruz,General,G,General Obligation Bond,"$7,000,000",76.10,23.90,Two-thirds,Pass,"Multiple Capital Improvements, Public Works"
11/03/1998 00:00:00,San Francisco City & County,San Francisco,General,Prop F,"Tax (Levy, Parcel, Sales, Fee)",$.25-$.75 Stadium Admission Tax,72.30,27.70,Majority,Pass,Special Tax Fees/Levy
11/03/1998 00:00:00,San Francisco City & County,San Francisco,General,Prop H,"Tax (Levy, Parcel, Sales, Fee)",2% Hotel Tax Surcharge,83.60,16.40,Majority,Pass,Special Tax Fees/Levy
11/03/1998 00:00:00,King City,Monterey,General,F,"Tax (Levy, Parcel, Sales, Fee)",Utility Users Tax: Continuation of 1% Increase,48.50,51.50,Majority,Fail,Special Tax Fees/Levy
11/03/1998 00:00:00,San Jose,Santa Clara,General,AA,"Tax (Levy, Parcel, Sales, Fee)",Affirm 3% Business Tax Increase,42.60,57.40,Majority,Fail,Special Tax Fees/Levy
11/03/1998 00:00:00,San Juan Unified School District,Sacramento,General,S,General Obligation Bond,"$157,000,000",72.10,27.90,Two-thirds,Pass,K-12 School Facility
11/03/1998 00:00:00,San Mateo,San Mateo,General,C,"Tax (Levy, Parcel, Sales, Fee)",TOT: Increase Tax from 8% to 10%,78.20,21.80,Two-thirds,Pass,"Multiple Capital Improvements, Public Works"
11/03/1998 00:00:00,San Luis Obispo County,San Luis Obispo,General,M98,Sales Tax Revenue Bond,Sales Tax: Impose .25% Tax,48.80,51.20,Two-thirds,Fail,Health Care Facilities
11/03/1998 00:00:00,Westminster,Orange,General,G,"Tax (Levy, Parcel, Sales, Fee)",.1% of Gross Receipts,77.20,22.80,Majority,Pass,Special Tax Fees/Levy
11/03/1998 00:00:00,Sonoma County,Sonoma,General,B,Sales Tax Revenue Bond,Advisory to Spend New Sales Taxes,72.40,27.60,Majority,Pass,"Multiple Capital Improvements, Public Works"
11/03/1998 00:00:00,Sonoma County,Sonoma,General,C,Sales Tax Revenue Bond,Sales Tax: Impose .5% Tax for 20 Yrs,47.60,52.40,Majority,Fail,Special Tax Fees/Levy
11/03/1998 00:00:00,Solano County,Solano,General,F,Sales Tax Revenue Bond,Advisory to Spend New Sales Taxes,76.50,23.50,Majority,Pass,"Multiple Capital Improvements, Public Works"
11/03/1998 00:00:00,Santa Monica,Los Angeles,General,L,General Obligation Bond,"$25,000,000",81.40,18.60,Two-thirds,Pass,Public Building
11/03/1998 00:00:00,Torrance Unified School District,Los Angeles,General,R,General Obligation Bond,"$42,500,000",69.80,30.20,Two-thirds,Pass,K-12 School Facility
11/03/1998 00:00:00,Valley Center Fire Protection District CFD No 98-1,San Diego,General,GG,"Tax (Levy, Parcel, Sales, Fee)",$24.87 Per Benefit Unit,21.40,78.60,Two-thirds,Fail,"Fire, Police Protection/Emergency Medical"
11/03/1998 00:00:00,Monterey County Road Safety Authority,Monterey,General,N,Sales Tax Revenue Bond,.5% Sales Tax for 9 Yrs,52.90,47.10,Two-thirds,Fail,Street Construction and Improvements
11/03/1998 00:00:00,Kentfield Fire Protection District,Marin,General,O,"Tax (Levy, Parcel, Sales, Fee)",$30 Per Living Unit for 4 Yrs,80.90,19.10,Two-thirds,Pass,Hospital
11/03/1998 00:00:00,Marinwood Community Service District,Marin,General,N,"Tax (Levy, Parcel, Sales, Fee)",$53 Per Living Unit for 4 Yrs,65.10,34.90,Two-thirds,Fail,Hospital
11/03/1998 00:00:00,Marin County Service Area 13 (Lucas Valley),Marin,General,K,"Tax (Levy, Parcel, Sales, Fee)",$53 Per Living Unit for 4 Yrs,78.50,21.50,Two-thirds,Pass,Hospital
11/03/1998 00:00:00,Marin County Service Area 19,Marin,General,L,"Tax (Levy, Parcel, Sales, Fee)",$53 Per Living Unit for 4 Yrs,68.80,31.20,Two-thirds,Pass,Hospital
11/03/1998 00:00:00,Big River Community Service District,San Bernardino,General,P,"Tax (Levy, Parcel, Sales, Fee)",$36 Per Parcel (Max),76.20,23.80,Two-thirds,Pass,"Parks, Open Space"
11/03/1998 00:00:00,Inyo Fire Protection District,Inyo,General,A,"Tax (Levy, Parcel, Sales, Fee)",$100 Per Residential Parcel,49.50,50.50,Two-thirds,Fail,"Fire, Police Protection/Emergency Medical"
11/03/1998 00:00:00,Morena Valley Community Services District,Riverside,General,U,"Tax (Levy, Parcel, Sales, Fee)",Increase Zone Parcel Fee by $8,41.40,58.60,Two-thirds,Fail,Recreation and Sports Facilities
11/03/1998 00:00:00,Sleepy Hollow Fire Protection District,Marin,General,Q,"Tax (Levy, Parcel, Sales, Fee)",$30 Per Living Unit for 4 Yrs,93.40,6.60,Two-thirds,Pass,Hospital
11/03/1998 00:00:00,Spreckels Memorial District,Monterey,General,J,"Tax (Levy, Parcel, Sales, Fee)",$95/Parcel for 5 Yrs,52.90,47.10,Two-thirds,Fail,"Parks, Open Space"
11/03/1998 00:00:00,Sutter County Flood Protection Authority,Sutter,General,JJ,Sales Tax Revenue Bond,0.5% Sales Tax for 30 Yrs,63.00,37.00,Two-thirds,Fail,"Flood Control, Storm Drainage"
11/03/1998 00:00:00,San Diego County CSA 112,San Diego,General,DD,"Tax (Levy, Parcel, Sales, Fee)",$65 Per Single Dwelling & Multi-Family Unit,64.20,35.80,Two-thirds,Fail,"Fire, Police Protection/Emergency Medical"
11/03/1998 00:00:00,Paradise Fire Protection District,Mono,General,A,"Tax (Levy, Parcel, Sales, Fee)",$70 Improved Residential Lots/$400 Improved Commercial,68.90,31.10,Two-thirds,Pass,"Fire, Police Protection/Emergency Medical"
11/03/1998 00:00:00,Placer County (CSA 28 Ben 149),Placer,General,R,"Tax (Levy, Parcel, Sales, Fee)",$65 Per Parcel,61.70,38.30,Two-thirds,Fail,"Fire, Police Protection/Emergency Medical"
11/03/1998 00:00:00,Placer County (CSA 28 Ben 150),Placer,General,S,"Tax (Levy, Parcel, Sales, Fee)",$65 Per Parcel,60.60,39.40,Two-thirds,Fail,"Fire, Police Protection/Emergency Medical"
11/03/1998 00:00:00,San Diego County Rural Fire Protection District,San Diego,General,EE,"Tax (Levy, Parcel, Sales, Fee)",$10 Per Unit (Max),56.30,43.70,Two-thirds,Fail,"Fire, Police Protection/Emergency Medical"
11/03/1998 00:00:00,Downieville,Sierra,General,A,"Tax (Levy, Parcel, Sales, Fee)",$56 Per Sq Ft Parcel/$42 Per Multi-Family Unit,50.80,49.20,Two-thirds,Fail,"Fire, Police Protection/Emergency Medical"
11/03/1998 00:00:00,Ebbetts Pass Fire Protection District,Calaveras,General,B,"Tax (Levy, Parcel, Sales, Fee)",$11 Unimproved Parcel/$39 Improved Parcel,69.40,30.60,Two-thirds,Pass,"Fire, Police Protection/Emergency Medical"
11/03/1998 00:00:00,Forestville Fire Protection District,Sonoma,General,K,"Tax (Levy, Parcel, Sales, Fee)",$60 Per Single Family Parcel,59.60,40.40,Two-thirds,Fail,"Fire, Police Protection/Emergency Medical"
11/03/1998 00:00:00,Central Calaveras Fire & Rescue Protection District,Calaveras,General,D,"Tax (Levy, Parcel, Sales, Fee)",$40 Per Parcel for 9 Yrs,71.00,29.00,Two-thirds,Pass,"Fire, Police Protection/Emergency Medical"
11/03/1998 00:00:00,Bolinas-Stinson Union School District,Marin,General,C,"Tax (Levy, Parcel, Sales, Fee)",$20 Semi-Annual for 4 Yrs,75.50,24.50,Two-thirds,Pass,K-12 School Facility
11/03/1998 00:00:00,Altadena Library District,Los Angeles,General,B,"Tax (Levy, Parcel, Sales, Fee)",$35 Per Sq Ft Parcel/$24 Per Multi-Family Unit,80.80,19.20,Two-thirds,Pass,Public Building
11/03/1998 00:00:00,Grover Beach,San Luis Obispo,General,F98,"Tax (Levy, Parcel, Sales, Fee)",Increase Utility Users Tax to 4%,26.10,73.90,Two-thirds,Fail,Street Construction and Improvements
11/03/1998 00:00:00,John C Fremont Healthcare District,Mariposa,General,B,"Tax (Levy, Parcel, Sales, Fee)",Parcel Tax: $52 Per Parcel for 4 Yrs,49.60,50.40,Two-thirds,Fail,Health Care Facilities
11/03/1998 00:00:00,East County Fire Protection District (CSCDA),San Diego,General,J,"Tax (Levy, Parcel, Sales, Fee)",$60 Per Parcel (Max),64.90,35.10,Two-thirds,Fail,"Fire, Police Protection/Emergency Medical"
11/03/1998 00:00:00,San Gabriel Unified School District,Los Angeles,General,AA,General Obligation Bond,"$53,000,000",63.30,36.70,Two-thirds,Fail,K-12 School Facility
11/03/1998 00:00:00,West Hills Community College District,Fresno; Kings,General,G/I,General Obligation Bond,"$19,000,000",67.80,32.20,Two-thirds,Pass,"College, University Facility"
11/03/1998 00:00:00,South Bay Union School District (San Diego Co),San Diego,General,D,General Obligation Bond,"$1,500,000",70.40,29.60,Two-thirds,Pass,K-12 School Facility
11/03/1998 00:00:00,Mariposa County Unified School District,Mariposa,General,A,General Obligation Bond,"$29,790,000",46.40,53.60,Two-thirds,Fail,K-12 School Facility
11/03/1998 00:00:00,Lawndale Elementary School District,Los Angeles,General,S,General Obligation Bond,"$26,000,000",73.50,26.50,Two-thirds,Pass,K-12 School Facility
11/03/1998 00:00:00,King City Union School District,Monterey,General,G,General Obligation Bond,"$12,000,000",71.90,28.10,Two-thirds,Pass,K-12 School Facility
11/03/1998 00:00:00,Linden Unified School District,San Joaquin,General,H,General Obligation Bond,"$11,825,000",63.20,36.80,Two-thirds,Fail,K-12 School Facility
